,MonthlyIncome,Passport,DurationOfPitch,Designation_Executive,ProductPitched_Deluxe,Designation_Manager,Age,NumberOfTrips,PreferredPropertyStar,Gender_Male,ProdTaken
4170,21271.0,1,9.0,1,0,0,43.0,2.0,5.0,0,0
4172,21401.0,0,7.0,1,0,0,52.0,3.0,3.0,1,0
4174,21472.0,0,14.0,1,0,0,33.0,3.0,4.0,1,0
4175,23927.0,0,9.0,0,1,1,39.0,5.0,3.0,1,0
4179,25322.0,0,9.0,0,1,1,30.0,4.0,4.0,1,0
4180,24260.0,0,30.0,0,1,1,32.0,2.0,3.0,1,0
4181,22678.0,0,12.0,0,1,1,26.0,3.0,5.0,1,0
4183,21888.0,0,13.0,1,0,0,37.0,2.0,3.0,1,0
4186,20748.0,0,16.0,1,0,0,29.0,3.0,3.0,1,0
4187,25180.0,0,13.0,0,1,1,38.0,6.0,3.0,1,0
4191,24283.0,1,14.0,0,1,1,39.0,3.0,5.0,0,0
4192,25075.0,0,7.0,0,1,1,27.0,3.0,4.0,0,0
4195,23585.0,0,7.0,0,1,1,43.0,3.0,3.0,1,0
4198,23419.0,1,18.0,0,1,1,27.0,3.0,5.0,1,0
4200,21839.0,1,31.0,1,0,0,45.0,5.0,3.0,1,1
4201,24423.0,0,30.0,0,1,1,39.0,2.0,3.0,1,0
4202,21051.0,1,23.0,1,0,0,27.0,4.0,4.0,1,1
4206,21467.0,0,12.0,1,0,0,32.0,3.0,4.0,0,0
4208,21004.0,1,16.0,1,0,0,38.0,3.0,3.0,1,0
4212,22366.0,0,25.0,1,0,0,37.0,6.0,3.0,1,0
4219,24352.0,0,31.0,0,1,1,37.0,2.0,4.0,0,0
4220,24162.0,0,14.0,0,1,1,33.0,3.0,3.0,1,0
4224,25088.0,0,9.0,0,1,1,32.0,5.0,5.0,1,0
4226,21373.0,1,9.0,1,0,0,32.0,2.0,3.0,1,0
4231,23619.0,0,15.0,0,1,1,53.0,4.0,4.0,1,1
4235,26225.0,0,14.0,0,1,1,32.0,6.0,3.0,1,0
4238,24453.0,0,35.0,0,1,1,31.0,3.0,3.0,0,0
4241,23916.0,1,10.0,0,1,1,40.0,6.0,3.0,0,1
4244,23935.0,0,17.0,0,1,1,44.0,3.0,3.0,0,0
4245,25027.0,1,7.0,0,1,1,28.0,2.0,4.0,1,0
4248,22375.0,0,15.0,0,1,1,46.0,2.0,3.0,1,0
4252,24796.0,0,12.0,0,1,1,31.0,3.0,3.0,0,0
4253,24892.0,0,15.0,0,1,1,28.0,3.0,4.0,0,0
4254,25025.0,0,12.0,0,1,1,38.0,2.0,3.0,1,0
4257,26946.0,1,17.0,0,1,1,30.0,3.0,4.0,0,0
4259,21582.0,0,33.0,1,0,0,24.0,3.0,3.0,1,0
4263,23327.0,0,9.0,0,1,1,30.0,3.0,3.0,1,0
4265,21048.0,0,9.0,1,0,0,33.0,3.0,4.0,0,0
4267,24652.0,1,13.0,0,1,1,38.0,6.0,5.0,1,0
4269,23974.0,0,7.0,0,1,1,27.0,3.0,3.0,1,0
4275,20891.0,1,17.0,1,0,0,41.0,5.0,3.0,0,0
4279,23936.0,0,14.0,0,1,1,47.0,4.0,3.0,0,0
4282,25058.0,1,29.0,0,1,1,41.0,4.0,3.0,1,1
4287,22494.0,0,7.0,1,0,0,28.0,3.0,4.0,1,0
4290,23614.0,0,21.0,0,1,1,52.0,6.0,3.0,0,0
4291,21221.0,0,9.0,1,0,0,37.0,6.0,3.0,0,0
4294,22938.0,1,17.0,0,1,1,25.0,3.0,3.0,0,0
4297,20922.0,0,18.0,1,0,0,23.0,3.0,4.0,0,0
4300,21712.0,0,21.0,1,0,0,38.0,3.0,5.0,0,0
4301,24393.0,0,9.0,0,1,1,41.0,2.0,4.0,0,0
4302,21254.0,0,7.0,1,0,0,43.0,5.0,5.0,0,0
4307,25216.0,0,11.0,0,1,1,35.0,2.0,3.0,0,0
4308,22984.0,0,14.0,0,1,1,32.0,3.0,5.0,0,0
4309,20936.0,0,28.0,1,0,0,44.0,2.0,3.0,1,0
4310,23200.0,1,15.0,0,1,1,44.0,6.0,3.0,0,0
4312,23127.0,1,32.0,0,1,1,38.0,5.0,3.0,0,0
4313,20896.0,0,7.0,1,0,0,32.0,3.0,5.0,1,0
4318,23236.0,0,24.0,0,1,1,29.0,3.0,5.0,1,0
4319,22709.0,0,10.0,1,0,0,26.0,7.0,5.0,1,1
4321,21332.0,0,17.0,1,0,0,46.0,5.0,3.0,1,0
4323,23234.0,0,36.0,0,1,1,43.0,4.0,3.0,0,0
4326,23488.0,0,25.0,0,1,1,47.0,4.0,3.0,0,0
4330,20380.0,1,9.0,1,0,0,39.0,3.0,3.0,1,0
4332,21564.0,0,30.0,1,0,0,27.0,3.0,3.0,0,0
4333,20775.0,0,10.0,1,0,0,31.0,6.0,3.0,1,0
4342,23748.0,0,9.0,0,1,1,48.0,7.0,3.0,0,0
4346,21446.0,0,9.0,1,0,0,35.0,5.0,3.0,1,0
4355,20771.0,0,12.0,1,0,0,43.0,6.0,3.0,1,0
4358,22729.0,0,9.0,0,1,1,49.0,4.0,3.0,0,0
4361,23395.0,0,7.0,0,1,1,36.0,2.0,3.0,1,0
4363,22433.0,0,15.0,1,0,0,40.0,3.0,3.0,0,0
4366,23483.0,0,9.0,0,1,1,46.0,2.0,4.0,1,0
4367,21419.0,1,24.0,1,0,0,27.0,2.0,3.0,0,1
4374,22984.0,0,36.0,0,1,1,27.0,7.0,3.0,1,0
4383,23385.0,0,18.0,0,1,1,33.0,2.0,3.0,1,1
4384,21078.0,0,31.0,1,0,0,25.0,2.0,3.0,1,0
4388,21403.0,1,30.0,1,0,0,25.0,3.0,3.0,1,0
4389,24950.0,0,35.0,0,1,1,27.0,3.0,4.0,1,0
4390,20805.0,0,24.0,1,0,0,25.0,3.0,4.0,1,0
4392,20774.0,0,20.0,1,0,0,26.0,3.0,3.0,1,0
4393,21564.0,1,14.0,1,0,0,25.0,3.0,3.0,0,1
4394,20711.0,0,19.0,1,0,0,31.0,3.0,5.0,1,1
4395,22300.0,1,7.0,1,0,0,35.0,3.0,3.0,1,0
4396,22911.0,0,20.0,0,1,1,32.0,4.0,5.0,1,1
4398,24138.0,0,13.0,0,1,1,32.0,6.0,3.0,1,0
4399,20865.0,0,13.0,1,0,0,28.0,2.0,3.0,0,0
4402,22767.0,0,9.0,0,1,1,43.0,3.0,3.0,0,0
4405,24357.0,1,16.0,0,1,1,44.0,5.0,3.0,1,0
4409,21719.0,0,9.0,1,0,0,28.0,2.0,5.0,1,1
4412,21451.0,0,13.0,1,0,0,23.0,2.0,3.0,1,0
4413,25782.0,0,15.0,0,1,1,34.0,2.0,3.0,1,0
4414,25000.0,1,16.0,0,1,1,33.0,3.0,3.0,0,0
4415,20761.0,0,10.0,1,0,0,31.0,3.0,3.0,0,0
4417,21369.0,0,7.0,1,0,0,35.0,3.0,3.0,1,0
4418,22964.0,0,33.0,0,1,1,46.0,4.0,5.0,0,1
4419,21337.0,1,13.0,1,0,0,27.0,3.0,3.0,0,0
4421,24239.0,0,10.0,0,1,1,30.0,3.0,3.0,0,0
4423,26403.0,0,13.0,0,1,1,34.0,5.0,3.0,1,0
4425,27525.0,1,16.0,0,1,1,37.0,4.0,4.0,1,0
4429,19959.0,0,10.0,1,0,0,36.0,3.0,3.0,1,0
4430,21497.0,0,11.0,1,0,0,24.0,4.0,5.0,1,0
4431,23529.0,0,15.0,0,1,1,26.0,2.0,4.0,1,0
4434,26798.0,0,9.0,0,1,1,49.0,5.0,4.0,1,0
4435,23325.0,1,10.0,0,1,1,28.0,3.0,3.0,0,0
4437,21899.0,1,35.0,1,0,0,51.0,3.0,3.0,1,0
4453,22553.0,0,15.0,1,0,0,51.0,2.0,4.0,1,0
4459,23982.0,0,34.0,0,1,1,31.0,2.0,3.0,1,0
4462,25482.0,0,22.0,0,1,1,44.0,5.0,3.0,1,0
4464,21178.0,0,16.0,1,0,0,24.0,3.0,5.0,1,0
4465,25067.0,0,10.0,0,1,1,40.0,2.0,4.0,0,0
4469,20975.0,0,17.0,1,0,0,30.0,3.0,4.0,1,0
4471,23771.0,0,9.0,0,1,1,36.0,4.0,5.0,0,0
4472,23987.0,0,31.0,0,1,1,33.0,3.0,3.0,1,0
4474,23799.0,0,15.0,0,1,1,35.0,5.0,5.0,0,0
4484,22936.0,0,26.0,1,0,0,53.0,2.0,3.0,1,0
4486,23013.0,0,34.0,0,1,1,30.0,6.0,3.0,0,0
4489,24163.0,1,26.0,0,1,1,55.0,2.0,5.0,0,0
4490,23020.0,0,15.0,0,1,1,28.0,2.0,3.0,1,0
4491,21460.0,1,17.0,1,0,0,38.0,2.0,5.0,0,0
4494,21250.0,0,15.0,1,0,0,36.0,3.0,3.0,0,0
4496,22922.0,0,9.0,0,1,1,41.0,3.0,4.0,0,0
4497,25178.0,0,15.0,0,1,1,35.0,7.0,5.0,0,0
4499,20279.0,1,13.0,1,0,0,24.0,3.0,5.0,1,1
4500,21372.0,0,16.0,1,0,0,25.0,3.0,4.0,1,0
4501,21827.0,0,18.0,0,1,1,53.0,2.0,3.0,0,0
4503,20997.0,1,7.0,1,0,0,30.0,3.0,5.0,0,1
4507,23906.0,0,7.0,0,1,1,37.0,2.0,4.0,0,0
4508,21378.0,0,30.0,1,0,0,30.0,3.0,3.0,1,0
4511,24740.0,1,7.0,0,1,1,43.0,2.0,3.0,0,0
4513,20821.0,0,20.0,1,0,0,37.0,6.0,4.0,1,0
4514,24840.0,0,11.0,0,1,1,33.0,3.0,3.0,0,0
4518,23112.0,0,36.0,0,1,1,43.0,3.0,4.0,1,0
4519,24966.0,0,19.0,0,1,1,39.0,4.0,5.0,1,0
4526,23457.0,1,9.0,0,1,1,29.0,3.0,4.0,0,0
4527,22415.0,0,10.0,1,0,0,35.0,2.0,3.0,1,0
4528,21044.0,1,12.0,1,0,0,27.0,3.0,3.0,0,1
4529,20384.0,0,10.0,1,0,0,28.0,3.0,3.0,1,0
4533,22715.0,0,7.0,0,1,1,34.0,3.0,5.0,1,0
4535,24879.0,1,7.0,0,1,1,37.0,3.0,3.0,1,0
4536,23081.0,0,20.0,0,1,1,33.0,4.0,3.0,1,0
4537,22439.0,0,12.0,1,0,0,31.0,2.0,3.0,1,0
4540,23853.0,0,15.0,0,1,1,33.0,7.0,3.0,0,0
4542,25012.0,0,23.0,0,1,1,38.0,6.0,3.0,1,0
4543,23614.0,0,15.0,1,0,0,29.0,3.0,3.0,1,0
4545,21496.0,1,15.0,1,0,0,45.0,4.0,3.0,1,0
4547,21020.0,0,15.0,1,0,0,37.0,2.0,5.0,1,0
4548,22872.0,1,10.0,0,1,1,26.0,3.0,5.0,1,0
4550,20700.0,1,32.0,1,0,0,36.0,3.0,4.0,0,1
4551,20992.0,0,7.0,1,0,0,33.0,2.0,3.0,1,0
4552,22934.0,0,11.0,0,1,1,26.0,3.0,5.0,1,0
4554,21840.0,0,11.0,1,0,0,25.0,2.0,3.0,1,0
4555,25202.0,0,12.0,0,1,1,33.0,3.0,4.0,1,0
4556,21577.0,0,16.0,1,0,0,39.0,2.0,4.0,1,0
4557,23909.0,1,10.0,0,1,1,43.0,4.0,3.0,0,0
4558,21034.0,1,18.0,1,0,0,32.0,5.0,3.0,1,0
4562,21651.0,0,28.0,1,0,0,38.0,7.0,3.0,0,0
4564,24240.0,0,7.0,0,1,1,44.0,6.0,3.0,0,0
4565,23215.0,1,9.0,0,1,1,48.0,2.0,3.0,0,0
4568,23882.0,0,9.0,0,1,1,40.0,2.0,3.0,0,0
4569,20955.0,1,10.0,1,0,0,34.0,5.0,4.0,1,0
4572,21237.0,1,16.0,1,0,0,45.0,3.0,5.0,1,0
4575,23443.0,0,15.0,0,1,1,44.0,6.0,4.0,0,0
4578,25264.0,1,21.0,0,1,1,37.0,2.0,3.0,1,0
4580,22849.0,1,10.0,0,1,1,23.0,2.0,3.0,0,1
4582,21055.0,0,16.0,1,0,0,29.0,7.0,3.0,0,0
4583,21082.0,1,13.0,1,0,0,40.0,2.0,5.0,1,1
4585,20686.0,0,17.0,1,0,0,35.0,3.0,4.0,1,0
4589,21007.0,0,14.0,1,0,0,32.0,5.0,3.0,1,0
4590,22692.0,1,28.0,0,1,1,36.0,3.0,3.0,0,0
4592,20937.0,0,27.0,1,0,0,49.0,6.0,3.0,1,0
4593,25610.0,0,27.0,0,1,1,32.0,3.0,3.0,0,0
4597,21091.0,1,26.0,1,0,0,26.0,3.0,4.0,1,1
4604,24533.0,1,19.0,0,1,1,32.0,2.0,3.0,0,0
4605,22295.0,1,16.0,1,0,0,41.0,2.0,4.0,1,0
4606,25403.0,0,10.0,0,1,1,33.0,3.0,5.0,0,0
4610,23125.0,0,11.0,0,1,1,46.0,3.0,4.0,1,0
4612,23279.0,0,25.0,0,1,1,36.0,3.0,3.0,0,0
4621,23745.0,1,23.0,0,1,1,48.0,3.0,3.0,1,0
4627,20948.0,0,7.0,1,0,0,46.0,5.0,3.0,0,0
4629,24166.0,1,7.0,0,1,1,34.0,3.0,4.0,0,0
4632,22311.0,1,30.0,0,1,1,46.0,3.0,5.0,1,0
4634,20810.0,1,29.0,1,0,0,31.0,6.0,3.0,0,1
4636,21362.0,0,17.0,1,0,0,39.0,2.0,3.0,1,0
4638,23055.0,0,24.0,0,1,1,25.0,3.0,3.0,0,0
4639,22421.0,1,21.0,1,0,0,36.0,3.0,4.0,1,1
4640,22826.0,0,7.0,0,1,1,32.0,3.0,5.0,0,0
4647,24150.0,0,9.0,0,1,1,27.0,3.0,3.0,1,0
4653,22905.0,0,9.0,0,1,1,28.0,2.0,3.0,0,0
4654,22595.0,0,17.0,1,0,0,36.0,3.0,3.0,1,0
4656,21058.0,0,16.0,1,0,0,51.0,6.0,3.0,1,0
4665,25025.0,0,7.0,0,1,1,51.0,2.0,3.0,0,0
4675,23512.0,0,22.0,0,1,1,37.0,2.0,3.0,1,1
4677,20898.0,1,17.0,1,0,0,35.0,3.0,3.0,0,0
4678,19730.0,0,32.0,1,0,0,29.0,3.0,4.0,1,0
4679,21499.0,0,10.0,1,0,0,39.0,5.0,3.0,1,0
4682,27074.0,0,33.0,0,1,1,41.0,3.0,5.0,1,0
4683,20685.0,0,7.0,1,0,0,27.0,3.0,3.0,0,0
4692,23293.0,1,15.0,0,1,1,47.0,2.0,5.0,0,0
4693,21139.0,1,11.0,1,0,0,52.0,2.0,3.0,1,1
4695,22633.0,0,7.0,1,0,0,27.0,3.0,5.0,1,0
4707,20885.0,0,22.0,1,0,0,29.0,3.0,3.0,1,0
4709,25372.0,1,17.0,0,1,1,38.0,4.0,3.0,0,0
4711,21055.0,0,28.0,1,0,0,27.0,3.0,3.0,1,1
4714,21274.0,0,7.0,1,0,0,29.0,3.0,4.0,1,1
4716,22980.0,0,14.0,0,1,1,34.0,2.0,4.0,0,0
4717,21657.0,0,10.0,1,0,0,35.0,5.0,3.0,1,0
4719,24271.0,0,16.0,0,1,1,46.0,3.0,3.0,0,0
4722,21192.0,0,35.0,1,0,0,30.0,6.0,3.0,0,0
4732,21469.0,0,27.0,1,0,0,32.0,2.0,3.0,1,0
4733,21879.0,0,9.0,1,0,0,29.0,2.0,4.0,1,0
4734,23646.0,0,18.0,0,1,1,36.0,3.0,3.0,1,0
4737,21969.0,0,17.0,1,0,0,30.0,2.0,4.0,0,0
4739,23734.0,1,15.0,0,1,1,30.0,3.0,3.0,1,0
4740,21522.0,0,7.0,1,0,0,39.0,3.0,3.0,1,0
4741,21381.0,1,13.0,1,0,0,29.0,3.0,3.0,1,0
4744,23444.0,1,19.0,1,0,0,42.0,5.0,3.0,1,0
4745,21288.0,0,22.0,1,0,0,32.0,3.0,3.0,1,1
4746,24409.0,0,32.0,0,1,1,38.0,2.0,3.0,0,0
4747,21217.0,0,13.0,1,0,0,28.0,3.0,3.0,1,0
4748,24392.0,0,16.0,0,1,1,35.0,3.0,3.0,0,0
4756,21193.0,1,19.0,1,0,0,29.0,3.0,3.0,0,1
4757,23098.0,0,10.0,1,0,0,27.0,3.0,3.0,1,0
4758,25256.0,0,17.0,0,1,1,31.0,3.0,3.0,1,0
4759,23100.0,1,33.0,0,1,1,41.0,5.0,3.0,0,0
4762,21054.0,0,11.0,1,0,0,36.0,3.0,3.0,1,0
4764,21505.0,0,9.0,1,0,0,33.0,3.0,5.0,0,0
4766,21809.0,0,13.0,1,0,0,30.0,3.0,3.0,0,0
4768,23155.0,1,14.0,1,0,0,46.0,6.0,3.0,0,0
4769,25152.0,0,8.0,0,1,1,38.0,3.0,3.0,0,0
4774,21531.0,1,10.0,1,0,0,23.0,2.0,3.0,1,1
4777,22278.0,0,9.0,1,0,0,34.0,3.0,3.0,1,0
4779,22793.0,0,36.0,0,1,1,31.0,2.0,5.0,1,0
4780,23005.0,0,9.0,0,1,1,41.0,7.0,4.0,1,0
4782,21874.0,0,26.0,1,0,0,29.0,3.0,5.0,1,0
4785,20888.0,0,24.0,1,0,0,25.0,3.0,4.0,0,1
4786,23217.0,0,32.0,0,1,1,34.0,3.0,3.0,0,0
4788,22169.0,0,14.0,0,1,1,31.0,3.0,3.0,1,0
4792,24950.0,0,9.0,0,1,1,43.0,2.0,5.0,1,0
4794,21421.0,0,20.0,1,0,0,33.0,3.0,4.0,0,0
4797,21459.0,0,16.0,1,0,0,34.0,2.0,3.0,1,0
4800,22257.0,1,8.0,1,0,0,31.0,2.0,4.0,1,0
4803,20913.0,1,21.0,1,0,0,28.0,3.0,5.0,1,0
4805,20689.0,0,9.0,1,0,0,45.0,3.0,3.0,0,0
4807,22438.0,0,8.0,1,0,0,30.0,3.0,3.0,0,0
4809,25511.0,1,18.0,0,1,1,32.0,3.0,5.0,1,0
4820,21263.0,0,14.0,0,1,1,35.0,3.0,3.0,1,1
4825,19796.0,0,15.0,1,0,0,26.0,6.0,5.0,1,1
4829,21303.0,1,25.0,0,1,1,22.0,2.0,3.0,0,1
4853,23561.0,0,9.0,0,1,1,33.0,6.0,4.0,1,1
4854,22582.0,1,31.0,1,0,0,40.0,3.0,4.0,1,1
4861,27124.0,1,14.0,1,0,0,53.0,4.0,3.0,0,1
4863,23212.0,1,14.0,1,0,0,40.0,3.0,3.0,1,1
4866,20980.0,1,20.0,0,1,1,32.0,7.0,5.0,1,1
4874,22781.0,1,15.0,1,0,0,42.0,3.0,5.0,0,1
4875,22927.0,1,8.0,1,0,0,36.0,3.0,4.0,1,1
4877,25571.0,0,16.0,0,1,1,39.0,6.0,5.0,1,1
4879,22347.0,1,27.0,1,0,0,26.0,2.0,4.0,0,1
4881,21065.0,0,25.0,1,0,0,41.0,2.0,5.0,1,1
4882,23317.0,1,20.0,1,0,0,37.0,6.0,5.0,1,1
